id,Dest,Dest_lon,Dest_lat,Origin,Origin_lon,Origin_lat
448,IAH,-95.3424,29.9784,IND,-86.2707,39.7322
449,MFE,-98.2404,26.1813,IAH,-95.3424,29.9784
450,IAH,-95.3424,29.9784,COS,-104.697,38.7829
451,CVG,-84.6625,39.0571,IAH,-95.3424,29.9784
452,ORD,-87.8825,41.9796,IAH,-95.3424,29.9784
453,EWR,-74.1843,40.6924,DCA,-77.0438,38.849
454,IAH,-95.3424,29.9784,TUL,-95.8892,36.1877
455,BTR,-91.1567,30.533,IAH,-95.3424,29.9784
456,STL,-90.3647,38.7414,IAH,-95.3424,29.9784
457,ROC,-77.6697,43.1309,CLE,-81.8339,41.4115
458,RSW,-81.7531,26.5228,IAH,-95.3424,29.9784
459,LBB,-101.821,33.6566,IAH,-95.3424,29.9784
460,CLT,-80.946,35.2226,EWR,-74.1843,40.6924
461,LCH,-93.2198,30.1235,IAH,-95.3424,29.9784
462,IAH,-95.3424,29.9784,HRL,-97.663,26.2216
463,PIT,-80.2328,40.4914,IAH,-95.3424,29.9784
464,IAH,-95.3424,29.9784,ELP,-106.393,31.7982
465,IAH,-95.3424,29.9784,MKE,-87.9051,42.9471
466,EWR,-74.1843,40.6924,IAD,-77.4484,38.9556
467,IAH,-95.3424,29.9784,DSM,-93.6481,41.5328
468,SAV,-81.2133,32.1338,IAH,-95.3424,29.9784
469,PIT,-80.2328,40.4914,EWR,-74.1843,40.6924
470,CLE,-81.8339,41.4115,AUS,-97.6653,30.2027
471,TUL,-95.8892,36.1877,EWR,-74.1843,40.6924
472,CLE,-81.8339,41.4115,IND,-86.2707,39.7322
473,EWR,-74.1843,40.6924,BWI,-76.6745,39.1841
474,MSY,-90.2569,29.983,IAH,-95.3424,29.9784
475,TUS,-110.936,32.1204,IAH,-95.3424,29.9784
476,DAY,-84.2207,39.8968,CLE,-81.8339,41.4115
477,ATL,-84.4333,33.6558,IAH,-95.3424,29.9784
478,IAH,-95.3424,29.9784,MOB,-88.243,30.6775
479,DAL,-96.8496,32.8439,IAH,-95.3424,29.9784
480,SDF,-85.7462,38.1865,EWR,-74.1843,40.6924
481,IAH,-95.3424,29.9784,LRD,-99.4555,27.5431
482,GRR,-85.5307,42.8841,IAH,-95.3424,29.9784
483,IAH,-95.3424,29.9784,MCI,-94.7171,39.2992
484,ORF,-76.2154,36.8977,EWR,-74.1843,40.6924
485,EWR,-74.1843,40.6924,MHT,-71.4386,42.9293
486,CAE,-81.1241,33.9468,EWR,-74.1843,40.6924
487,MSP,-93.1987,44.8793,IAH,-95.3424,29.9784
488,BHM,-86.7492,33.5604,EWR,-74.1843,40.6924
489,MAF,-102.208,31.9361,IAH,-95.3424,29.9784
490,GRK,-97.8206,31.0615,IAH,-95.3424,29.9784
491,MSN,-89.3465,43.1351,CLE,-81.8339,41.4115
492,IAH,-95.3424,29.9784,CLT,-80.946,35.2226
493,CLE,-81.8339,41.4115,MHT,-71.4386,42.9293
494,LFT,-91.9935,30.2084,IAH,-95.3424,29.9784
495,MLU,-92.044,32.5099,IAH,-95.3424,29.9784
496,GSO,-79.9427,36.1038,EWR,-74.1843,40.6924
497,IAH,-95.3424,29.9784,OMA,-95.8998,41.3
498,IAH,-95.3424,29.9784,SHV,-93.8285,32.4549
499,PWM,-70.3103,43.6475,EWR,-74.1843,40.6924
500,IND,-86.2707,39.7322,EWR,-74.1843,40.6924
501,GSP,-82.2167,34.8907,EWR,-74.1843,40.6924
502,SDF,-85.7462,38.1865,IAH,-95.3424,29.9784
503,CLE,-81.8339,41.4115,SRQ,-82.5516,27.3868
504,JAN,-90.0733,32.3089,IAH,-95.3424,29.9784
505,IAH,-95.3424,29.9784,VPS,-86.55,30.496
506,MCO,-81.3115,28.4418,IAH,-95.3424,29.9784
507,IAH,-95.3424,29.9784,OKC,-97.5974,35.3981
508,GRR,-85.5307,42.8841,CLE,-81.8339,41.4115
509,IAH,-95.3424,29.9784,PNS,-87.1941,30.4761
510,IAH,-95.3424,29.9784,LEX,-84.5989,38.0384
511,EWR,-74.1843,40.6924,JAX,-81.676,30.4914
512,CMH,-82.8877,39.9974,EWR,-74.1843,40.6924
513,BRO,-97.4321,25.9064,IAH,-95.3424,29.9784
514,AEX,-92.5417,31.323,IAH,-95.3424,29.9784
515,IAH,-95.3424,29.9784,AMA,-101.706,35.2177
516,IAH,-95.3424,29.9784,TLH,-84.3503,30.3964
517,EWR,-74.1843,40.6924,STL,-90.3647,38.7414
518,GSO,-79.9427,36.1038,IAH,-95.3424,29.9784
519,EWR,-74.1843,40.6924,XNA,-94.2955,36.2756
520,TYS,-83.9889,35.8064,IAH,-95.3424,29.9784
521,EWR,-74.1843,40.6924,MYR,-78.9228,33.6821
522,ORF,-76.2154,36.8977,IAH,-95.3424,29.9784
523,EWR,-74.1843,40.6924,SAV,-81.2133,32.1338
524,IAH,-95.3424,29.9784,PHX,-112.03,33.4376
525,BOS,-71.0281,42.3717,CLE,-81.8339,41.4115
526,CLE,-81.8339,41.4115,MSP,-93.1987,44.8793
527,EWR,-74.1843,40.6924,MDW,-87.7416,41.7875
528,CLE,-81.8339,41.4115,SAT,-98.4729,29.5252
529,IAH,-95.3424,29.9784,ABQ,-106.625,35.0494
530,EWR,-74.1843,40.6924,CVG,-84.6625,39.0571
531,EWR,-74.1843,40.6924,ORD,-87.8825,41.9796
532,ALB,-73.809,42.7426,EWR,-74.1843,40.6924
533,PBI,-80.0889,26.6909,IAH,-95.3424,29.9784
534,CLE,-81.8339,41.4115,BDL,-72.6816,41.9271
535,CLE,-81.8339,41.4115,DCA,-77.0438,38.849
536,EWR,-74.1843,40.6924,DTW,-83.3412,42.2327
537,CRW,-81.5951,38.3697,IAH,-95.3424,29.9784
538,AVL,-82.5373,35.4349,EWR,-74.1843,40.6924
539,ICT,-97.43,37.6531,IAH,-95.3424,29.9784
540,IAH,-95.3424,29.9784,DCA,-77.0438,38.849
541,ALB,-73.809,42.7426,CLE,-81.8339,41.4115
542,EWR,-74.1843,40.6924,CHS,-80.0356,32.8838
543,DFW,-97.0409,32.9222,CLE,-81.8339,41.4115
544,EWR,-74.1843,40.6924,MEM,-89.9823,35.047
545,DAB,-81.0615,29.1874,EWR,-74.1843,40.6924
546,LIT,-92.219,34.7278,IAH,-95.3424,29.9784
547,IAH,-95.3424,29.9784,CMH,-82.8877,39.9974
548,EWR,-74.1843,40.6924,OMA,-95.8998,41.3
549,PVD,-71.4399,41.723,CLE,-81.8339,41.4115
550,IAH,-95.3424,29.9784,JAX,-81.676,30.4914
551,GSP,-82.2167,34.8907,CLE,-81.8339,41.4115
552,MSN,-89.3465,43.1351,EWR,-74.1843,40.6924
553,CLE,-81.8339,41.4115,LGA,-73.8756,40.7731
554,BUF,-78.738,42.9309,CLE,-81.8339,41.4115
555,IAH,-95.3424,29.9784,XNA,-94.2955,36.2756
556,ONT,-117.594,34.062,AUS,-97.6653,30.2027
557,MCI,-94.7171,39.2992,ONT,-117.594,34.062
558,ONT,-117.594,34.062,FAT,-119.717,36.7675
559,ELP,-106.393,31.7982,ONT,-117.594,34.062
560,ONT,-117.594,34.062,COS,-104.697,38.7829
561,ABQ,-106.625,35.0494,ONT,-117.594,34.062
562,BOI,-116.222,43.5709,ONT,-117.594,34.062
563,SAN,-117.195,32.7299,BOI,-116.222,43.5709
564,ONT,-117.594,34.062,SAN,-117.195,32.7299
565,ONT,-117.594,34.062,GEG,-117.538,47.625
566,TUS,-110.936,32.1204,ELP,-106.393,31.7982
567,ONT,-117.594,34.062,TUS,-110.936,32.1204
568,ONT,-117.594,34.062,MRY,-121.851,36.5872
569,LGB,-118.144,33.8186,FAT,-119.717,36.7675
570,MRY,-121.851,36.5872,LGB,-118.144,33.8186
571,SAT,-98.4729,29.5252,ONT,-117.594,34.062
572,TUL,-95.8892,36.1877,SAT,-98.4729,29.5252
573,OKC,-97.5974,35.3981,AUS,-97.6653,30.2027
574,SMF,-121.591,38.683,OKC,-97.5974,35.3981
575,RNO,-119.776,39.5064,LGB,-118.144,33.8186
576,GEG,-117.538,47.625,RNO,-119.776,39.5064
577,SMF,-121.591,38.683,BFL,-119.044,35.4288
578,GEG,-117.538,47.625,SMF,-121.591,38.683
579,TUS,-110.936,32.1204,SMF,-121.591,38.683
580,AUS,-97.6653,30.2027,TUS,-110.936,32.1204
581,ABQ,-106.625,35.0494,TUL,-95.8892,36.1877
582,COS,-104.697,38.7829,SMF,-121.591,38.683
583,SAT,-98.4729,29.5252,OKC,-97.5974,35.3981
584,SMF,-121.591,38.683,SAT,-98.4729,29.5252
585,TUL,-95.8892,36.1877,ONT,-117.594,34.062
586,SMF,-121.591,38.683,ABQ,-106.625,35.0494
587,ABQ,-106.625,35.0494,OKC,-97.5974,35.3981
588,SMF,-121.591,38.683,TUL,-95.8892,36.1877
589,SAT,-98.4729,29.5252,ABQ,-106.625,35.0494
590,ONT,-117.594,34.062,OKC,-97.5974,35.3981
591,MCI,-94.7171,39.2992,TUS,-110.936,32.1204
592,RNO,-119.776,39.5064,TUS,-110.936,32.1204
593,RDU,-78.7923,35.8729,MCI,-94.7171,39.2992
594,TUS,-110.936,32.1204,SAT,-98.4729,29.5252
595,AUS,-97.6653,30.2027,JAX,-81.676,30.4914
596,ABQ,-106.625,35.0494,AUS,-97.6653,30.2027
597,RDU,-78.7923,35.8729,JAX,-81.676,30.4914
598,TUS,-110.936,32.1204,GEG,-117.538,47.625
599,RDU,-78.7923,35.8729,MSY,-90.2569,29.983
600,MSY,-90.2569,29.983,SAT,-98.4729,29.5252
601,SAN,-117.195,32.7299,OMA,-95.8998,41.3
602,SAN,-117.195,32.7299,COS,-104.697,38.7829
603,SAN,-117.195,32.7299,OKC,-97.5974,35.3981
604,TUL,-95.8892,36.1877,SAN,-117.195,32.7299
605,GEG,-117.538,47.625,SAN,-117.195,32.7299
606,FAT,-119.717,36.7675,SAN,-117.195,32.7299
607,MRY,-121.851,36.5872,SAN,-117.195,32.7299
608,BFL,-119.044,35.4288,SAN,-117.195,32.7299
609,RNO,-119.776,39.5064,ONT,-117.594,34.062
610,RDU,-78.7923,35.8729,SAT,-98.4729,29.5252
611,MSY,-90.2569,29.983,JAX,-81.676,30.4914
612,AUS,-97.6653,30.2027,MSY,-90.2569,29.983
613,BHM,-86.7492,33.5604,RDU,-78.7923,35.8729
614,JAX,-81.676,30.4914,MCI,-94.7171,39.2992
615,MCI,-94.7171,39.2992,AUS,-97.6653,30.2027
616,MSY,-90.2569,29.983,MCI,-94.7171,39.2992
617,OMA,-95.8998,41.3,TUS,-110.936,32.1204
618,ONT,-117.594,34.062,OMA,-95.8998,41.3
619,SLC,-111.982,40.7862,ONT,-117.594,34.062
620,EUG,-123.213,44.1184,SLC,-111.982,40.7862
621,OKC,-97.5974,35.3981,SLC,-111.982,40.7862
622,MCI,-94.7171,39.2992,SLC,-111.982,40.7862
623,SEA,-122.296,47.4405,LAX,-118.391,33.9456
624,LAX,-118.391,33.9456,EUG,-123.213,44.1184
625,LAX,-118.391,33.9456,DEN,-104.672,39.8396
626,LAX,-118.391,33.9456,ICT,-97.43,37.6531
627,GEG,-117.538,47.625,LAX,-118.391,33.9456
628,LAX,-118.391,33.9456,BOI,-116.222,43.5709
629,LAX,-118.391,33.9456,PDX,-122.587,45.5867
630,AUS,-97.6653,30.2027,TUL,-95.8892,36.1877
631,CLE,-81.8339,41.4115,CLT,-80.946,35.2226
632,IAH,-95.3424,29.9784,SAT,-98.4729,29.5252
633,GRR,-85.5307,42.8841,EWR,-74.1843,40.6924
634,CLE,-81.8339,41.4115,ATL,-84.4333,33.6558
635,SDF,-85.7462,38.1865,CLE,-81.8339,41.4115
636,EWR,-74.1843,40.6924,SYR,-76.1121,43.1141
637,MTJ,-107.899,38.5003,IAH,-95.3424,29.9784
638,AVL,-82.5373,35.4349,IAH,-95.3424,29.9784
639,EWR,-74.1843,40.6924,MSY,-90.2569,29.983
640,CLE,-81.8339,41.4115,IAD,-77.4484,38.9556
641,CLE,-81.8339,41.4115,DEN,-104.672,39.8396
642,BPT,-94.0185,29.9551,IAH,-95.3424,29.9784
643,IAH,-95.3424,29.9784,AUS,-97.6653,30.2027
644,CLE,-81.8339,41.4115,OKC,-97.5974,35.3981
645,IAH,-95.3424,29.9784,MGM,-86.3909,32.3049
646,LEX,-84.5989,38.0384,EWR,-74.1843,40.6924
647,PSP,-116.509,33.8227,IAH,-95.3424,29.9784
648,PHL,-75.2419,39.8768,CLE,-81.8339,41.4115
649,JAN,-90.0733,32.3089,EWR,-74.1843,40.6924
650,TYS,-83.9889,35.8064,EWR,-74.1843,40.6924
651,CLE,-81.8339,41.4115,BTV,-73.1552,44.4688
652,EWR,-74.1843,40.6924,BGR,-68.8167,44.8086
653,IAH,-95.3424,29.9784,CLL,-96.3685,30.5938
654,ATL,-84.4333,33.6558,EWR,-74.1843,40.6924
655,CLE,-81.8339,41.4115,TYS,-83.9889,35.8064
656,CLE,-81.8339,41.4115,MSY,-90.2569,29.983
657,BOS,-71.0281,42.3717,EWR,-74.1843,40.6924
658,TPA,-82.5356,27.9744,CLE,-81.8339,41.4115
659,CMH,-82.8877,39.9974,CLE,-81.8339,41.4115
660,DAB,-81.0615,29.1874,CLE,-81.8339,41.4115
661,CLE,-81.8339,41.4115,MIA,-80.2727,25.7953
662,CLE,-81.8339,41.4115,PBI,-80.0889,26.6909
663,ORD,-87.8825,41.9796,ABE,-75.4342,40.6514
664,CLT,-80.946,35.2226,ALB,-73.809,42.7426
665,DEN,-104.672,39.8396,ASE,-106.864,39.2197
666,PHX,-112.03,33.4376,ASE,-106.864,39.2197
667,CLT,-80.946,35.2226,ATL,-84.4333,33.6558
668,IAD,-77.4484,38.9556,ATL,-84.4333,33.6558
669,ORD,-87.8825,41.9796,ATL,-84.4333,33.6558
670,ORD,-87.8825,41.9796,ATW,-88.5111,44.2603
671,IAD,-77.4484,38.9556,AUS,-97.6653,30.2027
672,ORD,-87.8825,41.9796,AVP,-75.7294,41.3354
673,CLT,-80.946,35.2226,BDL,-72.6816,41.9271
674,IAD,-77.4484,38.9556,BDL,-72.6816,41.9271
675,ORD,-87.8825,41.9796,BDL,-72.6816,41.9271
676,LAS,-115.143,36.0806,BFL,-119.044,35.4288
677,PHX,-112.03,33.4376,BFL,-119.044,35.4288
678,CLT,-80.946,35.2226,BHM,-86.7492,33.5604
679,IAD,-77.4484,38.9556,BHM,-86.7492,33.5604
680,ORD,-87.8825,41.9796,BHM,-86.7492,33.5604
681,ORD,-87.8825,41.9796,BMI,-88.9134,40.4841
682,CLT,-80.946,35.2226,BNA,-86.6682,36.1342
683,IAD,-77.4484,38.9556,BNA,-86.6682,36.1342
684,ORD,-87.8825,41.9796,BNA,-86.6682,36.1342
685,IAD,-77.4484,38.9556,BOS,-71.0281,42.3717
686,ORD,-87.8825,41.9796,BUF,-78.738,42.9309
687,CLT,-80.946,35.2226,BWI,-76.6745,39.1841
688,IAD,-77.4484,38.9556,CAE,-81.1241,33.9468
689,ORD,-87.8825,41.9796,CAE,-81.1241,33.9468
690,ORD,-87.8825,41.9796,CAK,-81.4309,40.9149
691,CLT,-80.946,35.2226,CHS,-80.0356,32.8838
692,IAD,-77.4484,38.9556,CHS,-80.0356,32.8838
693,ORD,-87.8825,41.9796,CHS,-80.0356,32.8838
694,ORD,-87.8825,41.9796,CID,-91.7008,41.8893
695,PHX,-112.03,33.4376,CLD,-117.275,33.1255
696,CMH,-82.8877,39.9974,CLT,-80.946,35.2226
697,DTW,-83.3412,42.2327,CLT,-80.946,35.2226
698,GSO,-79.9427,36.1038,CLT,-80.946,35.2226
699,IAD,-77.4484,38.9556,CLT,-80.946,35.2226
700,ILM,-77.912,34.2668,CLT,-80.946,35.2226
701,IND,-86.2707,39.7322,CLT,-80.946,35.2226
702,JFK,-73.79,40.6437,CLT,-80.946,35.2226
703,MCI,-94.7171,39.2992,CLT,-80.946,35.2226
704,MDT,-76.7564,40.1962,CLT,-80.946,35.2226
705,MEM,-89.9823,35.047,CLT,-80.946,35.2226
706,MYR,-78.9228,33.6821,CLT,-80.946,35.2226
707,ORD,-87.8825,41.9796,CLT,-80.946,35.2226
708,ORF,-76.2154,36.8977,CLT,-80.946,35.2226
709,PIT,-80.2328,40.4914,CLT,-80.946,35.2226
710,PNS,-87.1941,30.4761,CLT,-80.946,35.2226
711,PWM,-70.3103,43.6475,CLT,-80.946,35.2226
712,RIC,-77.3332,37.5108,CLT,-80.946,35.2226
713,SAV,-81.2133,32.1338,CLT,-80.946,35.2226
714,SDF,-85.7462,38.1865,CLT,-80.946,35.2226
715,STL,-90.3647,38.7414,CLT,-80.946,35.2226
716,DEN,-104.672,39.8396,COD,-109.031,44.5134
717,DEN,-104.672,39.8396,COS,-104.697,38.7829
718,LAS,-115.143,36.0806,COS,-104.697,38.7829
719,ORD,-87.8825,41.9796,COS,-104.697,38.7829
720,PHX,-112.03,33.4376,COS,-104.697,38.7829
721,DEN,-104.672,39.8396,CPR,-106.465,42.8966
722,ORD,-87.8825,41.9796,CWA,-89.6704,44.7846
723,ATL,-84.4333,33.6558,DEN,-104.672,39.8396
724,DRO,-107.751,37.1595,DEN,-104.672,39.8396
725,EGE,-106.912,39.6395,DEN,-104.672,39.8396
726,GJT,-108.529,39.1217,DEN,-104.672,39.8396
727,HDN,-107.219,40.485,DEN,-104.672,39.8396
728,MTJ,-107.899,38.5003,DEN,-104.672,39.8396
729,RAP,-103.06,44.037,DEN,-104.672,39.8396
730,SAT,-98.4729,29.5252,DEN,-104.672,39.8396
731,PHX,-112.03,33.4376,DRO,-107.751,37.1595
732,ORD,-87.8825,41.9796,DSM,-93.6481,41.5328
733,PHX,-112.03,33.4376,DSM,-93.6481,41.5328
734,IAD,-77.4484,38.9556,DTW,-83.3412,42.2327
735,LAS,-115.143,36.0806,EUG,-123.213,44.1184
736,PHX,-112.03,33.4376,EUG,-123.213,44.1184
737,LAS,-115.143,36.0806,FAT,-119.717,36.7675
738,PHX,-112.03,33.4376,FAT,-119.717,36.7675
739,PHX,-112.03,33.4376,FLG,-111.675,35.139
740,ORD,-87.8825,41.9796,FSD,-96.7317,43.5813
741,ORD,-87.8825,41.9796,FWA,-85.1899,40.9883
742,PHX,-112.03,33.4376,GJT,-108.529,39.1217
743,ORD,-87.8825,41.9796,GRB,-88.1274,44.4923
744,IAD,-77.4484,38.9556,GSO,-79.9427,36.1038
745,ORD,-87.8825,41.9796,GSO,-79.9427,36.1038
746,IAD,-77.4484,38.9556,GSP,-82.2167,34.8907
747,ORD,-87.8825,41.9796,GSP,-82.2167,34.8907
748,ITO,-155.042,19.7126,HNL,-157.919,21.3358
749,KOA,-156.039,19.7334,HNL,-157.919,21.3358
750,LIH,-159.351,21.9782,HNL,-157.919,21.3358
751,OGG,-156.441,20.8926,HNL,-157.919,21.3358
752,IAD,-77.4484,38.9556,HSV,-86.7767,34.6492
753,JAX,-81.676,30.4914,IAD,-77.4484,38.9556
754,LGA,-73.8756,40.7731,IAD,-77.4484,38.9556
755,MCI,-94.7171,39.2992,IAD,-77.4484,38.9556
756,MDT,-76.7564,40.1962,IAD,-77.4484,38.9556
757,MHT,-71.4386,42.9293,IAD,-77.4484,38.9556
758,MYR,-78.9228,33.6821,IAD,-77.4484,38.9556
759,ORF,-76.2154,36.8977,IAD,-77.4484,38.9556
760,PHL,-75.2419,39.8768,IAD,-77.4484,38.9556
761,PIT,-80.2328,40.4914,IAD,-77.4484,38.9556
762,PVD,-71.4399,41.723,IAD,-77.4484,38.9556
763,PWM,-70.3103,43.6475,IAD,-77.4484,38.9556
764,RDU,-78.7923,35.8729,IAD,-77.4484,38.9556
765,ROA,-79.9688,37.3203,IAD,-77.4484,38.9556
766,ROC,-77.6697,43.1309,IAD,-77.4484,38.9556
767,SAT,-98.4729,29.5252,IAD,-77.4484,38.9556
768,SAV,-81.2133,32.1338,IAD,-77.4484,38.9556
769,SPI,-89.672,39.8445,IAD,-77.4484,38.9556
770,SYR,-76.1121,43.1141,IAD,-77.4484,38.9556
771,DEN,-104.672,39.8396,IAH,-95.3424,29.9784
772,PHX,-112.03,33.4376,ICT,-97.43,37.6531
773,ORD,-87.8825,41.9796,LAN,-84.5888,42.7728
774,MFR,-122.874,42.3691,LAS,-115.143,36.0806
775,MRY,-121.851,36.5872,LAS,-115.143,36.0806
776,PSP,-116.509,33.8227,LAS,-115.143,36.0806
777,SBA,-119.835,34.4255,LAS,-115.143,36.0806
778,SBP,-120.641,35.239,LAS,-115.143,36.0806
779,YUM,-114.599,32.6685,LAS,-115.143,36.0806
780,PHX,-112.03,33.4376,LGB,-118.144,33.8186
781,ORD,-87.8825,41.9796,MBS,-84.0933,43.5311
782,ORD,-87.8825,41.9796,MCI,-94.7171,39.2992
783,ORD,-87.8825,41.9796,MDT,-76.7564,40.1962
784,PHX,-112.03,33.4376,MEM,-89.9823,35.047
785,PHX,-112.03,33.4376,MFR,-122.874,42.3691
786,ORD,-87.8825,41.9796,MHT,-71.4386,42.9293
787,PHX,-112.03,33.4376,MRY,-121.851,36.5872
788,DEN,-104.672,39.8396,MSN,-89.3465,43.1351
789,ORD,-87.8825,41.9796,MSN,-89.3465,43.1351
790,ORD,-87.8825,41.9796,OKC,-97.5974,35.3981
791,AUS,-97.6653,30.2027,ORD,-87.8825,41.9796
792,ORF,-76.2154,36.8977,ORD,-87.8825,41.9796
793,RDU,-78.7923,35.8729,ORD,-87.8825,41.9796
794,ROC,-77.6697,43.1309,ORD,-87.8825,41.9796
795,SAT,-98.4729,29.5252,ORD,-87.8825,41.9796
796,SAV,-81.2133,32.1338,ORD,-87.8825,41.9796
797,SBN,-86.311,41.7006,ORD,-87.8825,41.9796
798,SPI,-89.672,39.8445,ORD,-87.8825,41.9796
799,SYR,-76.1121,43.1141,ORD,-87.8825,41.9796
800,TVC,-85.5796,44.7365,ORD,-87.8825,41.9796
801,PSP,-116.509,33.8227,PHX,-112.03,33.4376
802,SBA,-119.835,34.4255,PHX,-112.03,33.4376
803,SBP,-120.641,35.239,PHX,-112.03,33.4376
804,TEX,-107.901,37.9544,PHX,-112.03,33.4376
805,TUS,-110.936,32.1204,PHX,-112.03,33.4376
806,YUM,-114.599,32.6685,PHX,-112.03,33.4376
807,CLT,-80.946,35.2226,BUF,-78.738,42.9309
808,DFW,-97.0409,32.9222,CLT,-80.946,35.2226
809,JAX,-81.676,30.4914,CLT,-80.946,35.2226
810,MSP,-93.1987,44.8793,CLT,-80.946,35.2226
811,RDU,-78.7923,35.8729,CLT,-80.946,35.2226
812,ROC,-77.6697,43.1309,CLT,-80.946,35.2226
813,SRQ,-82.5516,27.3868,CLT,-80.946,35.2226
814,SYR,-76.1121,43.1141,CLT,-80.946,35.2226
815,LIT,-92.219,34.7278,CLT,-80.946,35.2226
816,PVD,-71.4399,41.723,CLT,-80.946,35.2226
817,ORD,-87.8825,41.9796,GRR,-85.5307,42.8841
818,PIT,-80.2328,40.4914,ORD,-87.8825,41.9796
819,ORD,-87.8825,41.9796,DTW,-83.3412,42.2327
820,OKC,-97.5974,35.3981,IAD,-77.4484,38.9556
821,ORD,-87.8825,41.9796,MLI,-90.5058,41.4539
822,PWM,-70.3103,43.6475,ORD,-87.8825,41.9796
823,ROA,-79.9688,37.3203,ORD,-87.8825,41.9796
824,DTW,-83.3412,42.2327,PHL,-75.2419,39.8768
825,DTW,-83.3412,42.2327,MKE,-87.9051,42.9471
826,DTW,-83.3412,42.2327,MSN,-89.3465,43.1351
827,BZN,-111.157,45.7722,DTW,-83.3412,42.2327
828,MSY,-90.2569,29.983,DTW,-83.3412,42.2327
829,LAN,-84.5888,42.7728,MSP,-93.1987,44.8793
830,MCO,-81.3115,28.4418,GRR,-85.5307,42.8841
831,SJU,-66.0095,18.4367,MEM,-89.9823,35.047
832,GRB,-88.1274,44.4923,DTW,-83.3412,42.2327
833,MHT,-71.4386,42.9293,ATL,-84.4333,33.6558
834,BOS,-71.0281,42.3717,PHL,-75.2419,39.8768
835,JFK,-73.79,40.6437,DCA,-77.0438,38.849
836,LGA,-73.8756,40.7731,RIC,-77.3332,37.5108
837,CVG,-84.6625,39.0571,DTW,-83.3412,42.2327
838,OKC,-97.5974,35.3981,CVG,-84.6625,39.0571
839,CVG,-84.6625,39.0571,IAD,-77.4484,38.9556
840,TYS,-83.9889,35.8064,LGA,-73.8756,40.7731
841,BNA,-86.6682,36.1342,CVG,-84.6625,39.0571
842,SAT,-98.4729,29.5252,CVG,-84.6625,39.0571
843,CVG,-84.6625,39.0571,CLT,-80.946,35.2226
844,ATL,-84.4333,33.6558,SGF,-93.3817,37.243
845,STL,-90.3647,38.7414,CVG,-84.6625,39.0571
846,SYR,-76.1121,43.1141,CVG,-84.6625,39.0571
847,CVG,-84.6625,39.0571,MHT,-71.4386,42.9293
848,SGF,-93.3817,37.243,CVG,-84.6625,39.0571
849,ORF,-76.2154,36.8977,BOS,-71.0281,42.3717
850,CVG,-84.6625,39.0571,BHM,-86.7492,33.5604
851,CVG,-84.6625,39.0571,PVD,-71.4399,41.723
852,CVG,-84.6625,39.0571,ATW,-88.5111,44.2603
853,CHS,-80.0356,32.8838,CVG,-84.6625,39.0571
854,CVG,-84.6625,39.0571,AVP,-75.7294,41.3354
855,CVG,-84.6625,39.0571,PHL,-75.2419,39.8768
856,JAX,-81.676,30.4914,LGA,-73.8756,40.7731
857,SYR,-76.1121,43.1141,JFK,-73.79,40.6437
858,JFK,-73.79,40.6437,PIT,-80.2328,40.4914
859,LGA,-73.8756,40.7731,CMH,-82.8877,39.9974
860,CLE,-81.8339,41.4115,CVG,-84.6625,39.0571
861,CVG,-84.6625,39.0571,OMA,-95.8998,41.3
862,CLT,-80.946,35.2226,LGA,-73.8756,40.7731
863,ALB,-73.809,42.7426,CVG,-84.6625,39.0571
864,CVG,-84.6625,39.0571,MEM,-89.9823,35.047
865,RDU,-78.7923,35.8729,LGA,-73.8756,40.7731
866,CVG,-84.6625,39.0571,SDF,-85.7462,38.1865
867,PBI,-80.0889,26.6909,CVG,-84.6625,39.0571
868,BOS,-71.0281,42.3717,CMH,-82.8877,39.9974
869,ROC,-77.6697,43.1309,JFK,-73.79,40.6437
870,LGA,-73.8756,40.7731,SAV,-81.2133,32.1338
871,JFK,-73.79,40.6437,RIC,-77.3332,37.5108
872,LEX,-84.5989,38.0384,CVG,-84.6625,39.0571
873,CMH,-82.8877,39.9974,CVG,-84.6625,39.0571
874,CVG,-84.6625,39.0571,TUL,-95.8892,36.1877
875,ATL,-84.4333,33.6558,JFK,-73.79,40.6437
876,SDF,-85.7462,38.1865,ATL,-84.4333,33.6558
877,RDU,-78.7923,35.8729,JFK,-73.79,40.6437
878,CVG,-84.6625,39.0571,MDT,-76.7564,40.1962
879,CVG,-84.6625,39.0571,AUS,-97.6653,30.2027
880,BDL,-72.6816,41.9271,CVG,-84.6625,39.0571
881,BWI,-76.6745,39.1841,CVG,-84.6625,39.0571
882,SAV,-81.2133,32.1338,BOS,-71.0281,42.3717
883,CVG,-84.6625,39.0571,ORD,-87.8825,41.9796
884,CVG,-84.6625,39.0571,BOS,-71.0281,42.3717
885,CVG,-84.6625,39.0571,LAN,-84.5888,42.7728
886,JAX,-81.676,30.4914,CVG,-84.6625,39.0571
887,CVG,-84.6625,39.0571,VPS,-86.55,30.496
888,DTW,-83.3412,42.2327,JFK,-73.79,40.6437
889,CVG,-84.6625,39.0571,GRB,-88.1274,44.4923
890,BWI,-76.6745,39.1841,JFK,-73.79,40.6437
891,JFK,-73.79,40.6437,BDL,-72.6816,41.9271
892,CVG,-84.6625,39.0571,MCI,-94.7171,39.2992
893,JFK,-73.79,40.6437,PVD,-71.4399,41.723
894,CVG,-84.6625,39.0571,IND,-86.2707,39.7322
